Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
yi4b0Nc05k,In-use,laptop,dell,ViWGgIQkXH,dell-model,windows,tmZi5u0tQZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AjhiLMV5QW,10,2024-06-25,10
FBaw0xnYgR,In-use,laptop,dell,XbqvZbdaev,dell-model,windows,le7l1Ecoyw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qzhK6c6Oi7,10,2024-06-25,10
XvCiW0VS25,In-use,laptop,dell,URrbyXeO9O,dell-model,windows,Q1qzrB5Ixp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZXxmzWd3wq,10,2024-06-25,10
80egCLrTr5,In-use,laptop,dell,Id0rMaaSzs,dell-model,windows,9VbxqOzqVP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3RRDTITziK,10,2024-06-25,10
GlcCHaD7Oa,In-use,laptop,dell,hnItvZQGj0,dell-model,windows,bt1jxGoesP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DjUtPfIEzI,10,2024-06-25,10
8NVO5gPuGZ,In-use,laptop,dell,4WtZsub6R3,dell-model,windows,jX8ufvLfW9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,peNUZeHreP,10,2024-06-25,10
p2YYw0FA1h,In-use,laptop,dell,WOTk7dtUMb,dell-model,windows,x4xz6QmazR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qj0XjQJwko,10,2024-06-25,10
KTLEdq8dUO,In-use,laptop,dell,wdm6SRZBQH,dell-model,windows,oubT1IuKqW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xezONAYkVl,10,2024-06-25,10
4rKld4rWpd,In-use,laptop,dell,SNpow6uSo9,dell-model,windows,pkaoDg1Wx9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,S1jMYbpI8J,10,2024-06-25,10
TG9GIZHt3x,In-use,laptop,dell,eJs6mdhPro,dell-model,windows,tSGoQY1FhG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Age8o33e8u,10,2024-06-25,10
g9VhtwZgBD,In-use,laptop,dell,ww05iYP3Sa,dell-model,windows,6dxSb88B4Z,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LwS65tuMWA,10,2024-06-25,10
B4fxx35cie,In-use,laptop,dell,J2A1npcPCL,dell-model,windows,3JafIlekl1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KnhiBRKBcp,10,2024-06-25,10
MIp6hTa84V,In-use,laptop,dell,Xgxw62eL8R,dell-model,windows,hFHK4qGtu0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hmPe1RTQTz,10,2024-06-25,10
POAL9I9EtR,In-use,laptop,dell,aKWNFRBv5I,dell-model,windows,PCUW9mbB97,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gBDHyjtL8G,10,2024-06-25,10
ETZq3Py38I,In-use,laptop,dell,favNN7QtVd,dell-model,windows,1QrlAII3Y6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ctEvz6m5Cp,10,2024-06-25,10
xIDaD3mHiC,In-use,laptop,dell,8jzlvfHYB3,dell-model,windows,f6ogL5ZP5u,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jAWLZKKNw7,10,2024-06-25,10
QoggENdb9w,In-use,laptop,dell,VixThX0h4w,dell-model,windows,kx2gPRTT5r,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,NnGpLjnECw,10,2024-06-25,10
P4wWPAs3Ma,In-use,laptop,dell,mVXcOaYLmi,dell-model,windows,qLTLLu6bht,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OVxROXcqQc,10,2024-06-25,10
NG7cUiX853,In-use,laptop,dell,bZF5C3v0vF,dell-model,windows,4f7i5bkgAM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uWPcHQvRLf,10,2024-06-25,10
tIzVWWWZIo,In-use,laptop,dell,9ylGip445M,dell-model,windows,KRrfI4yF7j,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HybNE1a8Fe,10,2024-06-25,10
5LNG8npuYx,In-use,laptop,dell,NumjhPXCov,dell-model,windows,uVKPXfhha4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4WNh3lvapX,10,2024-06-25,10
GJ3bx668a5,In-use,laptop,dell,SU4HagEiT8,dell-model,windows,bIcWcUNv5Q,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,x7xVheUuSJ,10,2024-06-25,10
S8poHohU6a,In-use,laptop,dell,OvUGy33noV,dell-model,windows,9ap2awDcOE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,poafVLltcI,10,2024-06-25,10
smQDN8VN8J,In-use,laptop,dell,UFSSLqK0NC,dell-model,windows,whUsfJKWaQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lfWufej6AR,10,2024-06-25,10
zerawya25o,In-use,laptop,dell,SQLlewisAz,dell-model,windows,jesXw4pwGc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LZX6zBHhRW,10,2024-06-25,10
3p8EZQ8lZZ,In-use,laptop,dell,zRfbMTD11j,dell-model,windows,7vHnjLRw7D,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uOBOObR4d7,10,2024-06-25,10
wAyb0CBwoK,In-use,laptop,dell,vgl2vNS9j3,dell-model,windows,XUOlhucVAp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,igCkIaTc7v,10,2024-06-25,10
Eqiy2WBTBn,In-use,laptop,dell,aBbcdLlOWf,dell-model,windows,ozXZIE7Wct,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bNqYcwlsnX,10,2024-06-25,10
4BeOr5BORx,In-use,laptop,dell,zzamDjtyUf,dell-model,windows,DDerSi5Ski,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FBggCFgxuM,10,2024-06-25,10
YrWfsfrFJ8,In-use,laptop,dell,Qj9eYDUvdN,dell-model,windows,aP0txPzzft,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ynB53VyAWj,10,2024-06-25,10
JGYGLn0IH2,In-use,laptop,dell,9ehHvGnmDB,dell-model,windows,7IfukmaSmk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xv5QGIV7kf,10,2024-06-25,10
us3eZGZSPX,In-use,laptop,dell,zvNVIYIWQ7,dell-model,windows,SH0aZykoyL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1YMSDvLFDN,10,2024-06-25,10
1VqneoQhBn,In-use,laptop,dell,MsR7J880ol,dell-model,windows,VxScBuR3hs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,UbfM0guUCm,10,2024-06-25,10
DXSik4FTPL,In-use,laptop,dell,18tu11L6n1,dell-model,windows,am4RDuPXwS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Kz3eDYkUI3,10,2024-06-25,10
zHEsbtjQnQ,In-use,laptop,dell,86jewCFWLb,dell-model,windows,JCNDiZrUWf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pPdMqQFVV3,10,2024-06-25,10
NNpsxtMYW2,In-use,laptop,dell,WnGTjS56Lc,dell-model,windows,YTuCny2o77,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QjBaMHIKsk,10,2024-06-25,10
xJfcOBRIfi,In-use,laptop,dell,iRESfvT84V,dell-model,windows,7PGZZ9A14E,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ElN9AqOJA1,10,2024-06-25,10
JAF8J9eY6O,In-use,laptop,dell,LBU1NV7asl,dell-model,windows,gwCVXhTqVm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,heynEGJFqU,10,2024-06-25,10
0P84jZxU06,In-use,laptop,dell,YbwxiIF5Gq,dell-model,windows,67bJH35cnl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3GRGERD3s7,10,2024-06-25,10
iEHOHcsUi7,In-use,laptop,dell,wodpYxsJ5o,dell-model,windows,iFDgI25G2X,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3tzrUhSEFc,10,2024-06-25,10
NYSER0Eqya,In-use,laptop,dell,TFYrGT21Wk,dell-model,windows,gHnlqwFUAH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xNEhgcEfhd,10,2024-06-25,10
wlHXaTZ7lD,In-use,laptop,dell,LTFBa1bNUa,dell-model,windows,Xgfacdg5Fc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EJapVXXZqm,10,2024-06-25,10
ZChUxs9Pn5,In-use,laptop,dell,Rn3fqWO4VP,dell-model,windows,SSHPvC60tT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ufPPfE10B6,10,2024-06-25,10
ua4UreRSnX,In-use,laptop,dell,KnZGajAg9h,dell-model,windows,PpTvV7Y6Uw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0juztLMC6S,10,2024-06-25,10
FiGeIHoL3m,In-use,laptop,dell,W2PdFwwoQr,dell-model,windows,Rr4V7f0GNo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZHCNjuWyK8,10,2024-06-25,10
AnX06nq39A,In-use,laptop,dell,jRfp3L4WyK,dell-model,windows,VTOp4jw32Y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XZZvVhPWeE,10,2024-06-25,10
2MlUb8insf,In-use,laptop,dell,qnJ1e8YASR,dell-model,windows,WxxFP0RiKC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dum2Xznyug,10,2024-06-25,10
adRMNQyRHa,In-use,laptop,dell,MuIQXQyWWR,dell-model,windows,t8Vq58oYAl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wAhDSznhxX,10,2024-06-25,10
Lh4adrCWy9,In-use,laptop,dell,mmpRmWfW8B,dell-model,windows,n3qZl6X2ec,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ebITY2l56Q,10,2024-06-25,10
0YlqFGJAbe,In-use,laptop,dell,4hi17BUxyJ,dell-model,windows,qNZKPKfqH1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1RNisRMVLu,10,2024-06-25,10
3rIwjvS4Zv,In-use,laptop,dell,gmm0jLTQNd,dell-model,windows,X3zBuHi5p7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DbjS3NDiDc,10,2024-06-25,10
9qAoyOuMOa,In-use,laptop,dell,JWeHanp6Dt,dell-model,windows,a139hqABlx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0fktMLkDNQ,10,2024-06-25,10
kCAKsx8xPl,In-use,laptop,dell,8egNeVWmSF,dell-model,windows,OHbFGrRrlH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5MKudi025J,10,2024-06-25,10
3tGOKhIM5M,In-use,laptop,dell,F86HaULMsp,dell-model,windows,jtV1N2V4rT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,oo3Qva0FmD,10,2024-06-25,10
Lg7prndhUi,In-use,laptop,dell,DAa6QjkUM1,dell-model,windows,MfSa3BJcRR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TdJ0OeMLZl,10,2024-06-25,10
wayLNgRoXc,In-use,laptop,dell,pVBalBfhml,dell-model,windows,dvj32Q4b6S,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AamIwCUra5,10,2024-06-25,10
pIg3M9kLhL,In-use,laptop,dell,5hyWFZ98Xn,dell-model,windows,xglXY5je6l,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jD84PKviiL,10,2024-06-25,10
P9cKEHuU0z,In-use,laptop,dell,aZGMfmD49f,dell-model,windows,tDC0wogcYb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zmvshlUShq,10,2024-06-25,10
02zvu8Oaz7,In-use,laptop,dell,CowiCgdUuA,dell-model,windows,Gtrg9rkFes,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,198D27jCog,10,2024-06-25,10
bPl4PfBFi3,In-use,laptop,dell,l0kAaU45Yb,dell-model,windows,xQC4qK1qlJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lEdQsiMtVU,10,2024-06-25,10
HQXJm1UG8z,In-use,laptop,dell,PrRvsYpRJQ,dell-model,windows,jQ912Ysncu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mRTCKQAqY3,10,2024-06-25,10
9lSqyMa1iF,In-use,laptop,dell,x1WcUps4qI,dell-model,windows,dhXo609c17,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lgQ9YeAsxb,10,2024-06-25,10
0Iy3YHZyWA,In-use,laptop,dell,hpZqR0TD6y,dell-model,windows,McDWUXYUuy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ABOqPoOvpd,10,2024-06-25,10
egtcKdVmVg,In-use,laptop,dell,8gKgi6FtND,dell-model,windows,qFkZxt99Rb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,oN5f5rr7Oo,10,2024-06-25,10
WputnSXUkd,In-use,laptop,dell,J058IWKk0O,dell-model,windows,XvXfeHRusm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EosSoDy5FQ,10,2024-06-25,10
WGgV3vV2AP,In-use,laptop,dell,yqKGh9Q4y7,dell-model,windows,FSSAd1Q6hB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nbaPwPwyTy,10,2024-06-25,10
a8zrPU4rWs,In-use,laptop,dell,GdWbrzdTGb,dell-model,windows,2jJ9FwQAvI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1Kk9MJdHrn,10,2024-06-25,10
mNwarfSk4z,In-use,laptop,dell,YBS2m3uhRC,dell-model,windows,FTXKfU1Gme,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,7tFqhziVZE,10,2024-06-25,10
wEm9p8Jj1g,In-use,laptop,dell,p3KM5e1Dfp,dell-model,windows,xLFcaITRa4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,V9DtPXrC9c,10,2024-06-25,10
coDwKqQpK5,In-use,laptop,dell,JJJ34X2aun,dell-model,windows,s1n4V0WOcF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iiPCqUxvzx,10,2024-06-25,10
v7DwfpRDsV,In-use,laptop,dell,QBVlYbQmUp,dell-model,windows,9LqxBxeeP2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,M3I9DyzNip,10,2024-06-25,10
cFLBK7ps1q,In-use,laptop,dell,x06EEilp3j,dell-model,windows,jUerTM8vyk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,d2f6p0N8qE,10,2024-06-25,10
Px53M87VyV,In-use,laptop,dell,D360sRCYi5,dell-model,windows,aaFiGSGLG9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,m4moKnAZPy,10,2024-06-25,10
bq0IRMWZFr,In-use,laptop,dell,Lw9ZTlRiTY,dell-model,windows,SOkHGLPfMi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,7c3oydY1ll,10,2024-06-25,10
23kqn8oiyM,In-use,laptop,dell,MLgegLX21p,dell-model,windows,MDWBOJV4qa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kDg5YwTrHt,10,2024-06-25,10
bOTAPlrpkK,In-use,laptop,dell,SVVA6o6C1S,dell-model,windows,12bKxqAbLC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nP1BkZKjfo,10,2024-06-25,10
Q0y1bQdFzr,In-use,laptop,dell,FPUQMoWblG,dell-model,windows,s34GQuphNx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iJt5A4WxG3,10,2024-06-25,10
A5J5AusnLK,In-use,laptop,dell,9gKRE7yBqj,dell-model,windows,AXCm1xM7OB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qpGM8mx0D0,10,2024-06-25,10
rT3xpMn7bg,In-use,laptop,dell,PbZVl39fRc,dell-model,windows,tA0dhqPlee,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,z9ZgMp04A5,10,2024-06-25,10
TJadSn6tOE,In-use,laptop,dell,fPJyVMSAgy,dell-model,windows,F9h25EoaLs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KEN6pzdjHC,10,2024-06-25,10
2AyDzRCRhP,In-use,laptop,dell,SMYjP7GKbF,dell-model,windows,A9lJHw0GXs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0JLTna7vXL,10,2024-06-25,10
HIqyxlUQEM,In-use,laptop,dell,hLYSHb5clK,dell-model,windows,iTxJhAYw1O,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LwwzX5srmd,10,2024-06-25,10
tQDAn9QETI,In-use,laptop,dell,sMXJ287FLr,dell-model,windows,0pJp8NqiP6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8UuAshZ2tD,10,2024-06-25,10
q8uoOUxQcc,In-use,laptop,dell,PfknTV3Gev,dell-model,windows,QdtcC0SGqF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,MCeYwB4JAO,10,2024-06-25,10
kAqAoupcp4,In-use,laptop,dell,x5hfgA0sYV,dell-model,windows,SSEVeGSIKU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AWpFwZVo4q,10,2024-06-25,10
i6odRNI2WY,In-use,laptop,dell,WUXWxWNNcZ,dell-model,windows,isMb7kmwi6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HUoLbVctlQ,10,2024-06-25,10
WJispEyDdU,In-use,laptop,dell,Ui3bssP9sn,dell-model,windows,8L5tucf5pa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bGPv87xkiR,10,2024-06-25,10
LyJoLnKDtq,In-use,laptop,dell,7U73LZUijm,dell-model,windows,YL7m1teDuC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,GGXVCrq64V,10,2024-06-25,10
QSZk97XYuy,In-use,laptop,dell,FgZmIIu668,dell-model,windows,FLtfxW3OAt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cDFpkqO4mf,10,2024-06-25,10
h43N34Wspp,In-use,laptop,dell,Pas9Yu7gGk,dell-model,windows,LHCF6qR1Ax,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Ppg5DKC7TR,10,2024-06-25,10
ryGwFC4E02,In-use,laptop,dell,0NfXcyANvr,dell-model,windows,FnabEdSzzr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3mQ9YjQw9R,10,2024-06-25,10
EjePLN94g8,In-use,laptop,dell,EX5IPY0357,dell-model,windows,zLWdJjdTUH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ue0xu71JN4,10,2024-06-25,10
jNwZi3kbDv,In-use,laptop,dell,CVRMXG12V7,dell-model,windows,TOhPfpzoJl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1OKt67HmnF,10,2024-06-25,10
ypuHvCTQiF,In-use,laptop,dell,jlPYlUkN4t,dell-model,windows,zm6jymU74S,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VKH0FywTUJ,10,2024-06-25,10
8Zp2q6SQaq,In-use,laptop,dell,4g69fpjOJP,dell-model,windows,ehqER6MkZO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eacKlyh1CN,10,2024-06-25,10
TV9qnISe17,In-use,laptop,dell,fJAMHlk2oP,dell-model,windows,DtFvpwGrHe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,N7EGmU0u0O,10,2024-06-25,10
Kjz3FrxTz7,In-use,laptop,dell,wFo7DtzVE2,dell-model,windows,wbRZGT6Qvi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,M8fyq2xVmi,10,2024-06-25,10
VeK2GodbT1,In-use,laptop,dell,8GKNaPv9y6,dell-model,windows,QLJfiI32Yq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rUAY7wutzm,10,2024-06-25,10
b3opaNFu5V,In-use,laptop,dell,xc0r0ifQCW,dell-model,windows,N052QtfwLU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,aB3yyIsttP,10,2024-06-25,10
Rd9ABV4Jc0,In-use,laptop,dell,ajW2PTRHsO,dell-model,windows,CEMCeDIKgj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qcLAIKZio9,10,2024-06-25,10
2rRc3LaC9j,In-use,laptop,dell,kHFa96vUBf,dell-model,windows,4tUjhwU1Z7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DTbsDHPDEw,10,2024-06-25,10
T4nFt7t7sQ,In-use,laptop,dell,Y74BSTGPFD,dell-model,windows,DzW0VV4kyG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qWe5Xi4XFd,10,2024-06-25,10
9Sgw8Fwlfw,In-use,laptop,dell,OkyvIb2KOW,dell-model,windows,mgTRtSScJB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DT8EZt20I4,10,2024-06-25,10
hdXMEhMMWg,In-use,laptop,dell,artH937CPJ,dell-model,windows,GsgdNbMYzA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OZ00QaQ5JX,10,2024-06-25,10
OJe7rWsqsV,In-use,laptop,dell,hpc0CwvjqJ,dell-model,windows,ydcZImuRke,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lMaENx793V,10,2024-06-25,10
jaaO8QEXxO,In-use,laptop,dell,8GN98wjVZc,dell-model,windows,KaC1mLk9XS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hqn9sgLCs1,10,2024-06-25,10
QdqBu22cG1,In-use,laptop,dell,bubFjneq5j,dell-model,windows,WZgDXMDi71,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LWW4VMA5yh,10,2024-06-25,10
bMZErsQj48,In-use,laptop,dell,a2n3cxJvJp,dell-model,windows,G01i74D46k,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hMf1lg8Oeh,10,2024-06-25,10
FxzPEkNUM6,In-use,laptop,dell,OtNMSn0RF1,dell-model,windows,7HtxKXcFiM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,613mTAM1Au,10,2024-06-25,10
if4RyjjGIQ,In-use,laptop,dell,LZvpDcwmdm,dell-model,windows,57kfPvyO2k,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,INeCIceM2n,10,2024-06-25,10
Atgy2NqYCf,In-use,laptop,dell,lhosCAoOz2,dell-model,windows,koNIsrOq0I,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pnkLL0fugx,10,2024-06-25,10
CloNuINShI,In-use,laptop,dell,5xBn4zzHqa,dell-model,windows,JyEkraGwfo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,E1B30vBnAJ,10,2024-06-25,10
76JLSvKqsZ,In-use,laptop,dell,pFAa1apry2,dell-model,windows,p4u7ljO8tA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WRGgVH3pR4,10,2024-06-25,10
sbwXL58uFR,In-use,laptop,dell,COvd9jtdiJ,dell-model,windows,wG0Z4TbSxt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,etHn5M1c73,10,2024-06-25,10
k8f27SROrO,In-use,laptop,dell,dZCP1lBGuw,dell-model,windows,mmoe4H8R1O,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OckX1KzrPg,10,2024-06-25,10
ap9ctqTzKD,In-use,laptop,dell,8D4FRvQNaZ,dell-model,windows,B0jToMtOtv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Y2WjxC2bHR,10,2024-06-25,10
fYfbvnGo6m,In-use,laptop,dell,UbLJqjiiEN,dell-model,windows,OQbAENRheu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jkdYdARuyh,10,2024-06-25,10
LiVIg7KzYj,In-use,laptop,dell,O57dsKjMWy,dell-model,windows,K8FTlyXkOi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wSB0BtjuYa,10,2024-06-25,10
TyswERlwl1,In-use,laptop,dell,wD6BByvqkj,dell-model,windows,EtOnm01o90,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rfxEVkp81c,10,2024-06-25,10
ydBPJ65m3u,In-use,laptop,dell,frMq5ikrBQ,dell-model,windows,fiRtyABl2k,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FCFH7HUkid,10,2024-06-25,10
gdE0iOsv46,In-use,laptop,dell,NsiaX8DJjE,dell-model,windows,uJT32JSd6v,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,vt0fuczC3g,10,2024-06-25,10
RQR4kvEgKs,In-use,laptop,dell,eBcA9tS7Gp,dell-model,windows,sizbBwTdDC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lD56nv9r3h,10,2024-06-25,10
vFXuSsVUAb,In-use,laptop,dell,Gd4nsEqlUv,dell-model,windows,IUfeGexxe0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,y0MMoWeex7,10,2024-06-25,10
awFw33Lfv5,In-use,laptop,dell,95AZzJ3eaJ,dell-model,windows,msysunlOxd,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gZxJCyzk0T,10,2024-06-25,10
sC4bptoXux,In-use,laptop,dell,5cRjRJVwYS,dell-model,windows,WRzkTNa0Bg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Dqgow7IBju,10,2024-06-25,10
dYekhTw2in,In-use,laptop,dell,j551mBuH1Z,dell-model,windows,Avv5FXThxz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2m3jkTEB4w,10,2024-06-25,10
tOOUscGhe2,In-use,laptop,dell,xowYuWanfH,dell-model,windows,WzTgNLjSR4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4H4gZDlII2,10,2024-06-25,10
jIRK748O9y,In-use,laptop,dell,98Ww7utKNJ,dell-model,windows,zQkwuk1xdx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,obcDzJ7q8g,10,2024-06-25,10
ee6vrzIXWB,In-use,laptop,dell,r76DVJhnL0,dell-model,windows,mwV3viNKmV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,tV0FAQy39x,10,2024-06-25,10
