Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
BlnF24HvGx,In-use,laptop,dell,6CvIRNVxAr,dell-model,windows,LZr6fPTImV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bMPi2kYHHU,10,2024-06-25,10
4RYbmgz8ck,In-use,laptop,dell,UAT5ZseI1Z,dell-model,windows,ATDhvwNtEw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bUgY48LGNI,10,2024-06-25,10
0KMn9Yg7xP,In-use,laptop,dell,mZibD4fgS0,dell-model,windows,OxJpt3dAzS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rAPw86aWNL,10,2024-06-25,10
j9tlIPhZ7H,In-use,laptop,dell,PTAH2qW0kb,dell-model,windows,kSEhDcfrra,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Or1Qv0liVK,10,2024-06-25,10
fPYn5h69Hb,In-use,laptop,dell,mqzXIQo486,dell-model,windows,FZBV0gyrKG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fWXdwDjBWR,10,2024-06-25,10
sBCA921F8T,In-use,laptop,dell,es2hL30RCw,dell-model,windows,1x7ENfjVqc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,d0KYystcG9,10,2024-06-25,10
fIQHPhhs0I,In-use,laptop,dell,aBrcagjDqn,dell-model,windows,UreABHFQYs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qvLj8Ou0La,10,2024-06-25,10
1zPhgbD1KP,In-use,laptop,dell,sumoVStqjx,dell-model,windows,l6DMiASEEE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Fp37tVNLDS,10,2024-06-25,10
4fIjgjUPm0,In-use,laptop,dell,jJIkPJC9pm,dell-model,windows,7CrN4RWKrZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rxqsVddVSz,10,2024-06-25,10
8EUEo3OJVB,In-use,laptop,dell,y58YJMAbYo,dell-model,windows,F42ma96uGJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dAJxdtTlMp,10,2024-06-25,10
uKvDv1dPnv,In-use,laptop,dell,6R8ybU3LDI,dell-model,windows,gsCNFGQDHY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rNaGlFPo2J,10,2024-06-25,10
KRW6LqvFfa,In-use,laptop,dell,r7LvxPgkqn,dell-model,windows,vVnHy1F9XJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ocxrrbAXz1,10,2024-06-25,10
kTauDRoRoV,In-use,laptop,dell,XX2titp4Fc,dell-model,windows,YPpqZOH9Kx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ikWKmoRza9,10,2024-06-25,10
kNaCoKTCdI,In-use,laptop,dell,omwY9kqk4t,dell-model,windows,KmSuA4hT9l,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4UMk8lLEMY,10,2024-06-25,10
sX5ukZItB3,In-use,laptop,dell,zQcQ4l1ORs,dell-model,windows,074FuR1y8a,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,HQy87IsS7D,10,2024-06-25,10
7ZrLkeixqX,In-use,laptop,dell,DsQCbmqeCg,dell-model,windows,8QHAwy9eak,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,38UsFC1IMS,10,2024-06-25,10
nmselmeQL8,In-use,laptop,dell,UD7KmFwkIm,dell-model,windows,kebBWRx70Y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,tI7KBc4Ea2,10,2024-06-25,10
77lXQbzc7U,In-use,laptop,dell,tevu4DGJDp,dell-model,windows,op7KIkOAJL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,GOEiZZ4fF3,10,2024-06-25,10
b6XIoYmzit,In-use,laptop,dell,Ov0sDbEnpr,dell-model,windows,1fzm301Iy3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Be2vweE1lU,10,2024-06-25,10
VEHfFZFv0v,In-use,laptop,dell,3meM6mhRgJ,dell-model,windows,31KRoGRWJp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bNRWgicz0s,10,2024-06-25,10
GQT2GVtK5g,In-use,laptop,dell,ENYTulWwiJ,dell-model,windows,F2JxeqjIIT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,048wE38P3h,10,2024-06-25,10
WbYvoptZC9,In-use,laptop,dell,KOOazBZOop,dell-model,windows,HulXNMyvdJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mM9MKbILlk,10,2024-06-25,10
bwTVKTJn9t,In-use,laptop,dell,NdBMhxPPs4,dell-model,windows,NKmVXVnE1k,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,aGJdLgkV0n,10,2024-06-25,10
CZkNtz8YLl,In-use,laptop,dell,hLHhIshAyu,dell-model,windows,Zb3iFAS8y9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BsNlDyOZU3,10,2024-06-25,10
m9kyEHKoXi,In-use,laptop,dell,I3NKNRc4yd,dell-model,windows,722l3OXa5V,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,h4l8OxsXPE,10,2024-06-25,10
3ToVeg0CQq,In-use,laptop,dell,VFxijlL8fc,dell-model,windows,PwAkFjUEdm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Zzuq84Niug,10,2024-06-25,10
Jz456I2Az9,In-use,laptop,dell,qsYMHzGbsV,dell-model,windows,8xXndw8JGr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ke2fAqfRMd,10,2024-06-25,10
pnHIOYsDa6,In-use,laptop,dell,yuH5usmWJb,dell-model,windows,gkO9U1APqH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qs7X2UkZlK,10,2024-06-25,10
IaafXcUPad,In-use,laptop,dell,ZcZUzZapgq,dell-model,windows,BpcT4bEgi3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9NO7Jz9qCN,10,2024-06-25,10
ibtKFNvykm,In-use,laptop,dell,8ziwnwWLvV,dell-model,windows,FfevMp9HMu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lR1qjWBnuF,10,2024-06-25,10
gpbaErjpkn,In-use,laptop,dell,4VcWUDWUop,dell-model,windows,owtnjEdUPx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5Mro8pu3A5,10,2024-06-25,10
KoSXtW3tuj,In-use,laptop,dell,iizmu4LWC9,dell-model,windows,qYGrqS9QV1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0SvAy2ewal,10,2024-06-25,10
7X7Ag4b7T0,In-use,laptop,dell,PUCpTFmOXr,dell-model,windows,wh0Tp7aTdl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AKPwsanbvb,10,2024-06-25,10
qM4BuhYI0C,In-use,laptop,dell,RxMdNfOzWX,dell-model,windows,ODxstfTWjs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mD4lYoYiob,10,2024-06-25,10
jTMb9TvkfO,In-use,laptop,dell,kSZssljKsk,dell-model,windows,l7A3STiGLi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,V1Im90PWok,10,2024-06-25,10
JkfypD0CqB,In-use,laptop,dell,9vk6ikSDDQ,dell-model,windows,GLsDuTn2Ef,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O2qsf7QuW0,10,2024-06-25,10
YSnJCwLrHb,In-use,laptop,dell,DSJtjHcZYU,dell-model,windows,pRRn6Yobww,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qcsJxjBaeF,10,2024-06-25,10
Qg2pS6KxXQ,In-use,laptop,dell,BLiOjbXr6J,dell-model,windows,5tBghSDKx7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jql7KG0fsN,10,2024-06-25,10
C5UQcKQ2Zj,In-use,laptop,dell,L6v0g0difR,dell-model,windows,r28TzkKRgs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PiQCdIol4z,10,2024-06-25,10
DFlS5NJ2hn,In-use,laptop,dell,0aUzyGRme1,dell-model,windows,5VY2WodZTt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DcEedpG7Du,10,2024-06-25,10
51vuUUKxXI,In-use,laptop,dell,uYT6ZDvg04,dell-model,windows,xel5AA0akG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,UA1bibJP7d,10,2024-06-25,10
m3E5XoxqwZ,In-use,laptop,dell,J2pMTo8xkN,dell-model,windows,BsYweqIVqF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uhJmR5oV2g,10,2024-06-25,10
78cfZHvjjn,In-use,laptop,dell,WRYwclB2mr,dell-model,windows,qJAUuuPXiH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KGyphTuvJu,10,2024-06-25,10
Q4vWNzTrgg,In-use,laptop,dell,ARhoO2lRwM,dell-model,windows,4HKrDv5Qnl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CXiDmpxYr9,10,2024-06-25,10
3cG126TqbB,In-use,laptop,dell,N4a9BELn4Q,dell-model,windows,AMM288TftV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Nq3EOGZOVP,10,2024-06-25,10
8hySA1ZgCo,In-use,laptop,dell,sIbfO9cwKP,dell-model,windows,GMBD0Cm8fD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ljRIcgvobD,10,2024-06-25,10
yMQTUcbgaA,In-use,laptop,dell,PxCQjskgQQ,dell-model,windows,aaaSBsR4cX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xObxf4QzrZ,10,2024-06-25,10
GWLlGr5Z11,In-use,laptop,dell,xQinHKDmFm,dell-model,windows,05fo6cKZSj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bcgHUxzjP5,10,2024-06-25,10
RsD0INnDqE,In-use,laptop,dell,2a9xD8Ug9Q,dell-model,windows,IZKLXVSC9B,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lCZmitzlit,10,2024-06-25,10
OYXBFJQMfA,In-use,laptop,dell,Lx7UxXTAPl,dell-model,windows,sBLR1zxoZS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Et3fbOH6FT,10,2024-06-25,10
A3JuVjB6PN,In-use,laptop,dell,BDv09DYg4R,dell-model,windows,ZeiQCyCooG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DlnCwDW8qj,10,2024-06-25,10
YdOv6UddxP,In-use,laptop,dell,UvxIcDUrnE,dell-model,windows,H3EXXiNbC9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IH5wp7gD3j,10,2024-06-25,10
baeGdrxP5z,In-use,laptop,dell,A4bphqWwPn,dell-model,windows,2LR6JoFuaR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jRB931prH1,10,2024-06-25,10
P2vdcdKxyH,In-use,laptop,dell,MMNwsqhFZl,dell-model,windows,0NLi9qteAL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,7s88kERLBy,10,2024-06-25,10
Xc1EnRAbPn,In-use,laptop,dell,f6pm90z50r,dell-model,windows,DxUDPPCuD2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Vr8bxvEUp1,10,2024-06-25,10
MPHLiSnRcL,In-use,laptop,dell,uvGUnM4cr7,dell-model,windows,nxuHaPgffw,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,J8Tf89Oea0,10,2024-06-25,10
sYZa4QzS8v,In-use,laptop,dell,ZUuWqjPDdc,dell-model,windows,QntrY926LN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kWahSnanAR,10,2024-06-25,10
WbRiDzp0iO,In-use,laptop,dell,3f9iE5WPP4,dell-model,windows,eC5ezLthYH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WZ2l2QeZIK,10,2024-06-25,10
lh9cfjgrFk,In-use,laptop,dell,7ji0CjZXUx,dell-model,windows,lPsE1yIGLQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PmDXxjqPbp,10,2024-06-25,10
Dj28P4eC37,In-use,laptop,dell,tFObBlaU2y,dell-model,windows,hR6r4IvCeH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZOGFTF3VMF,10,2024-06-25,10
7pY2fdic0q,In-use,laptop,dell,UQsocoz7dB,dell-model,windows,UV5U9IkAw0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LhINdTYwUn,10,2024-06-25,10
NoGac5xXhe,In-use,laptop,dell,xmQAZjMMKJ,dell-model,windows,GS3YYza5jj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DZ3F6EF3WS,10,2024-06-25,10
tsBU11H5I2,In-use,laptop,dell,hjleVGpIt4,dell-model,windows,YRcyaOjqkH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4jj0TeasnW,10,2024-06-25,10
a6EQoiF7rm,In-use,laptop,dell,IpDSJ1xpap,dell-model,windows,JzlfpSum0c,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BSApQ7ypiB,10,2024-06-25,10
uH3RHUVzBE,In-use,laptop,dell,RSGgAydKOd,dell-model,windows,UlckhWoimg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,A7nLZsRvB5,10,2024-06-25,10
xKlWhkCVS3,In-use,laptop,dell,RoiKh8r8VU,dell-model,windows,zpYXCtUuVL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ovzwDhdd84,10,2024-06-25,10
BxYinsA7xL,In-use,laptop,dell,nrqy02BWrK,dell-model,windows,R814Oe0kCe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wCSYF6Y8hJ,10,2024-06-25,10
gq9SQhBAGJ,In-use,laptop,dell,npNxcazORu,dell-model,windows,oTaSKLEjwW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,UWM3E5uOkJ,10,2024-06-25,10
sPAPUMF8Tn,In-use,laptop,dell,rNAPB0gcDP,dell-model,windows,G5xk4tYJdG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ylnD2CTFV1,10,2024-06-25,10
OkmXXcYR4a,In-use,laptop,dell,7ieQSIqVLK,dell-model,windows,ChhcLYCwAv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8YsP8w0hVt,10,2024-06-25,10
H1U0Py8YUo,In-use,laptop,dell,8U6gRmMmBj,dell-model,windows,SjtFPl24jW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,20ddDr8ttZ,10,2024-06-25,10
lXVYpGnjaZ,In-use,laptop,dell,SsLQbLLfjq,dell-model,windows,zt8IBh5Glu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,GmsBiQIIhB,10,2024-06-25,10
4T4sLoAAkn,In-use,laptop,dell,j22A68sjHQ,dell-model,windows,O9Ecgkgkyj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Kes4std2Le,10,2024-06-25,10
6OxUfOTgAn,In-use,laptop,dell,zROlgMv5eT,dell-model,windows,cslfr2mqSs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,l0uYF8C7Tf,10,2024-06-25,10
ifkdwjzQIb,In-use,laptop,dell,n70DTbQMGP,dell-model,windows,77otBaZ9eZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pjaXihp9pm,10,2024-06-25,10
AGofi61Xbj,In-use,laptop,dell,KpRMM1O3tJ,dell-model,windows,FgGvlMx8GX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9HxOAS0ONH,10,2024-06-25,10
uDgBAq85iZ,In-use,laptop,dell,P4Gsz0u47M,dell-model,windows,S8SPCAdStO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,i2fD6aeSGc,10,2024-06-25,10
tTu8TvyfUO,In-use,laptop,dell,8DYKfvK6sw,dell-model,windows,omYWgYybVb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LiMB8IAA2m,10,2024-06-25,10
ZboywdoBuR,In-use,laptop,dell,MRc3ZY4bj7,dell-model,windows,NSG4l9h4ZM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,01kh292aez,10,2024-06-25,10
HPpEj4Tadq,In-use,laptop,dell,h7UxaI37FE,dell-model,windows,tQRattoeP7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hEeV08LTCQ,10,2024-06-25,10
EKnYr1omMU,In-use,laptop,dell,qJFQxCfolF,dell-model,windows,8KRUdp0d4J,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,00T0xcXgxJ,10,2024-06-25,10
73spy49VLs,In-use,laptop,dell,7Zzna4rQkx,dell-model,windows,DRPhl23bxe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TAAcBG9gF6,10,2024-06-25,10
RCbFY5qJ1f,In-use,laptop,dell,C0F0gSktED,dell-model,windows,3EuffCCHej,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,j02VlYJu56,10,2024-06-25,10
qjNFyuc8aD,In-use,laptop,dell,sDKRUBDcQX,dell-model,windows,EHEYlQOIUf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fHEbR0coNP,10,2024-06-25,10
u3pRRUjqFJ,In-use,laptop,dell,hMj2HWl2M0,dell-model,windows,WZN5D5Zd53,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Frme2Y99rx,10,2024-06-25,10
IdzV3N2Gv7,In-use,laptop,dell,OKdqWWxfO5,dell-model,windows,eKfUnx5tHU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8O6lQ5sqMR,10,2024-06-25,10
RYh3xC6Bf4,In-use,laptop,dell,50rrCXfauY,dell-model,windows,HNoIaXeU5m,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9tYRk7QCHI,10,2024-06-25,10
cMwRWDEbrR,In-use,laptop,dell,p1xnmnk2yX,dell-model,windows,PkpsfYhRU0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XeUOduWFNY,10,2024-06-25,10
Bp7SKCzsrF,In-use,laptop,dell,PWDHuxieLA,dell-model,windows,ervr7rhyrT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8ACw0sNeuM,10,2024-06-25,10
B0KPFgPC4E,In-use,laptop,dell,OllzJ56ija,dell-model,windows,Zms8Jq9jM7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Fz4SguvVZq,10,2024-06-25,10
S46liMqciE,In-use,laptop,dell,W6R4azJA2C,dell-model,windows,GSNzdLe1Ee,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LbW7Jky1bm,10,2024-06-25,10
hiTHlfftuK,In-use,laptop,dell,yKt2jTItxd,dell-model,windows,vWJQEiRVXr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uk9Snc1TKL,10,2024-06-25,10
rqEfbJLjrN,In-use,laptop,dell,TZZlIKCDk7,dell-model,windows,OkgYBrdRae,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EG2itLlJxU,10,2024-06-25,10
HygRV31U40,In-use,laptop,dell,dhB6nGzWbF,dell-model,windows,9f3rI218C5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mNcfJWcPFP,10,2024-06-25,10
juesUHpLJM,In-use,laptop,dell,gqj0TGgEo0,dell-model,windows,mAA1bWyahk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sGXdxMcyLp,10,2024-06-25,10
cp1YN2XJmM,In-use,laptop,dell,Quy3vpT6LI,dell-model,windows,utqHABwOuk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,F0l71Lvcxm,10,2024-06-25,10
sqnzEo6XrQ,In-use,laptop,dell,MreRZa5tCJ,dell-model,windows,9husgmbSLy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QXtF1CdYAM,10,2024-06-25,10
oflIzfqvst,In-use,laptop,dell,OfGhhDysY3,dell-model,windows,FdJMeha8WL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,szzqrJETbM,10,2024-06-25,10
9cm0H12xTC,In-use,laptop,dell,CQoTa2rYQ5,dell-model,windows,XYhr2t6Dwl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,blp1sYq8vr,10,2024-06-25,10
VaI89ub7LY,In-use,laptop,dell,pFfNbb7pAB,dell-model,windows,QDDXK9KrsN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TLcPJUPTrt,10,2024-06-25,10
YTrEzYQuw7,In-use,laptop,dell,YVIKkS7oH2,dell-model,windows,5SP5OjhVV4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lVzUlKK38I,10,2024-06-25,10
7EFuQPA77B,In-use,laptop,dell,Jf5QMi89Tz,dell-model,windows,5bGB3e0Qmc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kshAf6KwXx,10,2024-06-25,10
CgjHK3sjVr,In-use,laptop,dell,jO2qQm7H3V,dell-model,windows,bKKMbTsgGf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Kvwjpkr7Vl,10,2024-06-25,10
yIGuxhGQII,In-use,laptop,dell,q2CWdOopW4,dell-model,windows,esi6zxMoqU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cyRGwvwJVj,10,2024-06-25,10
nCjl7OWV1G,In-use,laptop,dell,qNBorS0HKk,dell-model,windows,WAkzVP4T2b,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,plru1lTWBg,10,2024-06-25,10
rpc3dVJx8R,In-use,laptop,dell,EuKAZ0huX8,dell-model,windows,0do3bDBHjv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,InkCNzIZVg,10,2024-06-25,10
dse2Pzkg2F,In-use,laptop,dell,vpUMloFNv9,dell-model,windows,G5ytsZdCJo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,VKXNiGgRRQ,10,2024-06-25,10
UAIsDSgZT8,In-use,laptop,dell,Qh8jaJqe3f,dell-model,windows,fUSdvMXE5B,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jONE4T58sj,10,2024-06-25,10
97E1QUP0Hp,In-use,laptop,dell,H095Ct5oKk,dell-model,windows,LqT3nrUQlD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4B7v4w3Ikf,10,2024-06-25,10
im2g8k1NVR,In-use,laptop,dell,1OTbRyPujB,dell-model,windows,jV01Qkbo09,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,krsiDDLBD2,10,2024-06-25,10
YCMdnrT0yZ,In-use,laptop,dell,vFwg22Rp0Y,dell-model,windows,4fJph8KeIu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yUI6SvQvcq,10,2024-06-25,10
OypU5TAAx4,In-use,laptop,dell,0Sd1vwsjV9,dell-model,windows,jOq0nlFPv7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uEZxi2G3Sl,10,2024-06-25,10
pzQ4YnNvA1,In-use,laptop,dell,6dzUpRfWdf,dell-model,windows,TAsA9Isfl9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,b9Ao6yhv4b,10,2024-06-25,10
DmFmZG8dz0,In-use,laptop,dell,6suGsa4VVk,dell-model,windows,Zk8udkOsCK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XO2fOkZ8Zx,10,2024-06-25,10
TnrUFCK6KT,In-use,laptop,dell,tVgJKK5IK2,dell-model,windows,GpETaPafEC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6BeFG0RdpG,10,2024-06-25,10
g6Np6X3mJy,In-use,laptop,dell,eu9mmvocY3,dell-model,windows,wfQUP8UIKv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eriFOVZoRo,10,2024-06-25,10
RhHw6faonZ,In-use,laptop,dell,gbAE25eOsc,dell-model,windows,MIlVL7w7ch,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,j9vDsWbVZd,10,2024-06-25,10
OcrIaC48cw,In-use,laptop,dell,qU0dgJQuDM,dell-model,windows,G1D7ITZEys,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hsLFPVnZlF,10,2024-06-25,10
wxtDKJiSTv,In-use,laptop,dell,vnMmQt3pyi,dell-model,windows,oob8m10WHN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,vfNPkaPwRc,10,2024-06-25,10
C5Y1Y3ER5B,In-use,laptop,dell,soAfrSVWPI,dell-model,windows,AmGiiZRWp0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,muOfdBvfke,10,2024-06-25,10
g2tZiaIU3I,In-use,laptop,dell,eDXqnLUwtw,dell-model,windows,2YC5xTFNeR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O1XxD1JxtV,10,2024-06-25,10
BGcVu21icq,In-use,laptop,dell,gBlvR6ciLD,dell-model,windows,D3oArje18I,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o6GvvYjhm6,10,2024-06-25,10
f1Xv3j1ixF,In-use,laptop,dell,fWszyaLRay,dell-model,windows,qsHa3qRb8L,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,7BB4hS5HOy,10,2024-06-25,10
pkLOXGQsHZ,In-use,laptop,dell,ANYRvvzBn2,dell-model,windows,inzrQ2A20B,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CMxj9OTqJr,10,2024-06-25,10
EcXCuBzKrJ,In-use,laptop,dell,ax44zwFHif,dell-model,windows,VgphP0fdPu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,e1xOozAUWA,10,2024-06-25,10
ivKpMgiOVs,In-use,laptop,dell,PRz3GI5CoL,dell-model,windows,JTuLk7CegS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wqDGyR8Gm5,10,2024-06-25,10
S7k6irTWFg,In-use,laptop,dell,d3jBuE61WY,dell-model,windows,39yYSYPq2x,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wTNFy8F0pS,10,2024-06-25,10
Efzg6ULtKr,In-use,laptop,dell,2DTrjqJl4b,dell-model,windows,9U1YnILYD2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hTyOWmhwQT,10,2024-06-25,10
